0	-0.208496	
0.0005	-0.209595	
0.001	-0.210693	
0.0015	-0.211792	
0.002	-0.212891	
0.0025	-0.21405	
0.003	-0.215149	
0.0035	-0.216248	
0.004	-0.217346	
0.0045	-0.218445	
0.005	-0.219604	
0.0055	-0.220703	
0.006	-0.221802	
0.0065	-0.2229	
0.007	-0.22406	
0.0075	-0.225159	
0.008	-0.226257	
0.0085	-0.227417	
0.009	-0.228516	
0.0095	-0.229614	
0.01	-0.230774	
0.0105	-0.231873	
0.011	-0.232971	
0.0115	-0.23407	
0.012	-0.235168	
0.0125	-0.236267	
0.013	-0.237366	
0.0135	-0.238525	
0.014	-0.239624	
0.0145	-0.240723	
0.015	-0.241821	
0.0155	-0.24292	
0.016	-0.244019	
0.0165	-0.245117	
0.017	-0.246216	
0.0175	-0.247314	
0.018	-0.248413	
0.0185	-0.249512	
0.019	-0.25061	
0.0195	-0.251709	
0.02	-0.252869	
0.0205	-0.253967	
0.021	-0.255066	
0.0215	-0.256226	
0.022	-0.257324	
0.0225	-0.258484	
0.023	-0.259583	
0.0235	-0.260742	
0.024	-0.261841	
0.0245	-0.263	
0.025	-0.26416	
0.0255	-0.26532	
0.026	-0.266479	
0.0265	-0.267639	
0.027	-0.268799	
0.0275	-0.27002	
0.028	-0.271179	
0.0285	-0.2724	
0.029	-0.27356	
0.0295	-0.27478	
0.03	-0.276001	
0.0305	-0.277222	
0.031	-0.278381	
0.0315	-0.279602	
0.032	-0.280884	
0.0325	-0.282104	
0.033	-0.283325	
0.0335	-0.284546	
0.034	-0.285767	
0.0345	-0.286987	
0.035	-0.288208	
0.0355	-0.289429	
0.036	-0.290649	
0.0365	-0.29187	
0.037	-0.293091	
0.0375	-0.294312	
0.038	-0.295532	
0.0385	-0.296753	
0.039	-0.297974	
0.0395	-0.299194	
0.04	-0.300415	
0.0405	-0.301636	
0.041	-0.302856	
0.0415	-0.304016	
0.042	-0.305237	
0.0425	-0.306458	
0.043	-0.307617	
0.0435	-0.308838	
0.044	-0.309998	
0.0445	-0.311157	
0.045	-0.312378	
0.0455	-0.313538	
0.046	-0.314697	
0.0465	-0.315918	
0.047	-0.317078	
0.0475	-0.318237	
0.048	-0.319397	
0.0485	-0.320557	
0.049	-0.321716	
0.0495	-0.322876	
0.05	-0.324097	
0.0505	-0.325256	
0.051	-0.326416	
0.0515	-0.327576	
0.052	-0.328735	
0.0525	-0.329895	
0.053	-0.331116	
0.0535	-0.332275	
0.054	-0.333435	
0.0545	-0.334656	
0.055	-0.335815	
0.0555	-0.336975	
0.056	-0.338196	
0.0565	-0.339355	
0.057	-0.340576	
0.0575	-0.341797	
0.058	-0.342957	
0.0585	-0.344177	
0.059	-0.345398	
0.0595	-0.346619	
0.06	-0.347778	
0.0605	-0.348999	
0.061	-0.35022	
0.0615	-0.35144	
0.062	-0.352661	
0.0625	-0.353882	
0.063	-0.355103	
0.0635	-0.356323	
0.064	-0.357544	
0.0645	-0.358765	
0.065	-0.359985	
0.0655	-0.361206	
0.066	-0.362427	
0.0665	-0.363647	
0.067	-0.364868	
0.0675	-0.366089	
0.068	-0.36731	
0.0685	-0.368469	
0.069	-0.36969	
0.0695	-0.370911	
0.07	-0.37207	
0.0705	-0.373291	
0.071	-0.374451	
0.0715	-0.37561	
0.072	-0.376831	
0.0725	-0.377991	
0.073	-0.37915	
0.0735	-0.38031	
0.074	-0.38147	
0.0745	-0.382568	
0.075	-0.383728	
0.0755	-0.384888	
0.076	-0.385986	
0.0765	-0.387146	
0.077	-0.388245	
0.0775	-0.389343	
0.078	-0.390442	
0.0785	-0.391541	
0.079	-0.392639	
0.0795	-0.393738	
0.08	-0.394836	
0.0805	-0.395935	
0.081	-0.397034	
0.0815	-0.398132	
0.082	-0.39917	
0.0825	-0.400269	
0.083	-0.401306	
0.0835	-0.402405	
0.084	-0.403442	
0.0845	-0.40448	
0.085	-0.405518	
0.0855	-0.406555	
0.086	-0.407593	
0.0865	-0.40863	
0.087	-0.409668	
0.0875	-0.410706	
0.088	-0.411743	
0.0885	-0.412781	
0.089	-0.413818	
0.0895	-0.414795	
0.09	-0.415833	
0.0905	-0.41687	
0.091	-0.417847	
0.0915	-0.418884	
0.092	-0.419861	
0.0925	-0.420898	
0.093	-0.421875	
0.0935	-0.422852	
0.094	-0.423828	
0.0945	-0.424866	
0.095	-0.425842	
0.0955	-0.426819	
0.096	-0.427734	
0.0965	-0.428711	
0.097	-0.429688	
0.0975	-0.430664	
0.098	-0.43158	
0.0985	-0.432556	
0.099	-0.433472	
0.0995	-0.434387	
0.1	-0.435364	
0.1005	-0.436279	
0.101	-0.437195	
0.1015	-0.43811	
0.102	-0.438965	
0.1025	-0.43988	
0.103	-0.440796	
0.1035	-0.44165	
0.104	-0.442505	
0.1045	-0.443359	
0.105	-0.444275	
0.1055	-0.445068	
0.106	-0.445923	
0.1065	-0.446777	
0.107	-0.447632	
0.1075	-0.448425	
0.108	-0.44928	
0.1085	-0.450073	
0.109	-0.450867	
0.1095	-0.45166	
0.11	-0.452454	
0.1105	-0.453247	
0.111	-0.453979	
0.1115	-0.454773	
0.112	-0.455505	
0.1125	-0.456238	
0.113	-0.45697	
0.1135	-0.457703	
0.114	-0.458374	
0.1145	-0.459045	
0.115	-0.459717	
0.1155	-0.460388	
0.116	-0.46106	
0.1165	-0.46167	
0.117	-0.46228	
0.1175	-0.462891	
0.118	-0.46344	
0.1185	-0.463989	
0.119	-0.464539	
0.1195	-0.465088	
0.12	-0.465576	
0.1205	-0.466064	
0.121	-0.466553	
0.1215	-0.46698	
0.122	-0.467407	
0.1225	-0.467773	
0.123	-0.468201	
0.1235	-0.468506	
0.124	-0.468811	
0.1245	-0.469116	
0.125	-0.469421	
0.1255	-0.469604	
0.126	-0.469849	
0.1265	-0.470032	
0.127	-0.470154	
0.1275	-0.470215	
0.128	-0.470337	
0.1285	-0.470337	
0.129	-0.470337	
0.1295	-0.470276	
0.13	-0.470215	
0.1305	-0.470093	
0.131	-0.46991	
0.1315	-0.469727	
0.132	-0.469421	
0.1325	-0.469116	
0.133	-0.468811	
0.1335	-0.468384	
0.134	-0.467957	
0.1345	-0.467468	
0.135	-0.466919	
0.1355	-0.466309	
0.136	-0.465637	
0.1365	-0.464966	
0.137	-0.464172	
0.1375	-0.463379	
0.138	-0.462524	
0.1385	-0.461548	
0.139	-0.460571	
0.1395	-0.459473	
0.14	-0.458374	
0.1405	-0.457214	
0.141	-0.455933	
0.1415	-0.454651	
0.142	-0.453247	
0.1425	-0.451782	
0.143	-0.450317	
0.1435	-0.44873	
0.144	-0.447083	
0.1445	-0.445374	
0.145	-0.443542	
